tenure,MonthlyCharges,OnlineSecurity,TotalCharges,InternetService,TechSupport,Contract,Churn Probability
9,75.75,No,655.9,Fiber optic,No,Month-to-month,0.8243660707718289
20,59.2,Yes,1191.2,DSL,Yes,Month-to-month,0.275153161712672
11,75.9,No,866.4,Fiber optic,No,Month-to-month,0.8164666050419872
30,90.05,No,2627.2,Fiber optic,No,Month-to-month,0.7043850542246255
68,70.95,Yes,4741.45,DSL,No,Two year,0.08477392894419689
38,102.6,No,4009.2,Fiber optic,No,Month-to-month,0.6878916825959849
17,85.35,Yes,1463.45,Fiber optic,No,Month-to-month,0.5956120623095146
48,106.1,No,5082.8,Fiber optic,No,One year,0.41325252791397726
1,43.8,No,43.8,DSL,No,Month-to-month,0.7333292676551519
63,59.0,Yes,3707.6,DSL,No,Two year,0.08869711034388246
3,69.95,No,220.45,DSL,No,One year,0.3947654811252052
48,24.35,No internet service,1133.7,No,No internet service,One year,0.04231662894406669
66,29.45,No,1983.15,DSL,Yes,One year,0.1728609684499374
68,84.4,No,5746.75,Fiber optic,No,Two year,0.3087874953032618
17,45.05,No,770.6,DSL,No,Month-to-month,0.544425842614229
7,20.65,No internet service,134.05,No,No internet service,One year,0.08974344339117626
72,87.1,Yes,6230.1,DSL,Yes,Two year,0.03091784169341265
29,19.85,No internet service,573.05,No,No internet service,Month-to-month,0.1637355486065479
37,90.35,No,3419.3,Fiber optic,Yes,Month-to-month,0.5299279210980834
34,109.8,Yes,3587.25,Fiber optic,No,Month-to-month,0.4640398942813121
42,84.65,No,3541.35,Fiber optic,No,Month-to-month,0.6873469034683191
59,65.5,Yes,3801.3,DSL,Yes,One year,0.11858095835895782
11,79.5,No,868.5,Fiber optic,No,Month-to-month,0.8164666050419872
60,80.95,Yes,4859.1,Fiber optic,No,Month-to-month,0.41211380846458145
27,56.15,No,1439.35,DSL,Yes,Month-to-month,0.329253791370865
1,85.8,No,85.8,Fiber optic,No,Month-to-month,0.8547976966504266
1,79.1,No,79.1,Fiber optic,No,Month-to-month,0.8545590281869843
17,34.4,Yes,592.75,DSL,No,Month-to-month,0.41273226949002306
58,20.75,No internet service,1185.95,No,No internet service,Two year,0.016201722479974614
1,18.8,No internet service,18.8,No,No internet service,One year,0.25760931127806863
3,44.3,No,134.5,DSL,No,Month-to-month,0.7208688093525943
53,90.8,Yes,4921.2,Fiber optic,No,Month-to-month,0.4308987864257508
35,25.6,No internet service,901.25,No,No internet service,Month-to-month,0.13589823878300816
50,105.95,Yes,5341.8,Fiber optic,No,Month-to-month,0.44532226630346694
68,70.8,No,4859.95,DSL,Yes,Two year,0.08394658210676224
47,25.4,No internet service,1139.2,No,No internet service,Month-to-month,0.14266709012064824
65,108.8,No,7082.45,Fiber optic,No,Month-to-month,0.6284298392738854
5,69.75,No,324.6,Fiber optic,No,Month-to-month,0.8171392527801257
51,94.65,No,4812.75,Fiber optic,No,Month-to-month,0.6668603026277486
46,96.05,No,4399.5,Fiber optic,No,Month-to-month,0.6831867127103614
9,76.85,No,663.55,Fiber optic,No,Month-to-month,0.8243660707718289
8,20.25,No internet service,174.65,No,No internet service,Two year,0.04721620447439439
14,24.8,No internet service,321.7,No,No internet service,One year,0.06146485219688498
45,115.65,Yes,5125.5,Fiber optic,Yes,Month-to-month,0.35330981894912644
8,74.6,No,548.9,Fiber optic,No,Month-to-month,0.8266090093655107
1,50.15,No,50.15,DSL,No,Month-to-month,0.7289518903965395
66,103.15,Yes,7031.3,Fiber optic,No,One year,0.32500422416451674
72,72.1,Yes,5016.65,DSL,Yes,Two year,0.035816792450956945
41,113.6,Yes,4594.95,Fiber optic,Yes,Month-to-month,0.3815463348388618
23,25.1,No internet service,611.45,No,No internet service,Two year,0.025871923975930033
29,78.9,No,2384.15,Fiber optic,No,Month-to-month,0.701409908309548
4,80.15,Yes,319.85,Fiber optic,No,Month-to-month,0.5988932014033527
6,25.4,No internet service,153.3,No,No internet service,Two year,0.05927855784964674
67,105.4,Yes,7035.6,Fiber optic,Yes,One year,0.2968610081992051
7,45.75,No,344.2,DSL,No,Month-to-month,0.6155929305871591
56,24.45,No internet service,1431.65,No,No internet service,One year,0.04509172623671937
72,25.0,No internet service,1849.2,No,No internet service,Two year,0.012020943447059996
72,85.25,Yes,6083.1,DSL,No,Two year,0.08539753103073376
23,19.6,No internet service,426.65,No,No internet service,Two year,0.01833977750264942
35,50.15,No,1655.35,DSL,No,Month-to-month,0.4707360755071238
27,70.55,No,1943.9,Fiber optic,No,Month-to-month,0.6830297867275367
26,60.05,No,1616.15,DSL,Yes,Month-to-month,0.325611023605585
12,26.4,No internet service,314.95,No,No internet service,One year,0.07246918284759139
40,20.15,No internet service,804.85,No,No internet service,Two year,0.015942110050394365
7,58.85,Yes,465.7,DSL,No,Month-to-month,0.4295879339347391
70,97.55,Yes,6669.05,Fiber optic,No,Month-to-month,0.42220974974762404
60,19.65,No internet service,1161.75,No,No internet service,Two year,0.015812257042063713
39,25.25,No,947.75,DSL,No,One year,0.2653509628040509
72,114.45,Yes,8375.05,Fiber optic,Yes,Two year,0.07299275988189231
1,34.7,No,34.7,DSL,No,Month-to-month,0.7333292676551519
54,70.7,No,3770.0,DSL,Yes,One year,0.17032796747709042
3,85.3,No,264.8,Fiber optic,No,Month-to-month,0.8369099114910367
63,75.55,Yes,4707.85,DSL,Yes,Two year,0.03946264130736934
71,84.8,No,6152.4,Fiber optic,Yes,Two year,0.1720826893796175
42,20.65,No internet service,958.1,No,No internet service,One year,0.04449057268917649
47,20.45,No internet service,943.0,No,No internet service,Two year,0.015608923099627902
66,102.45,No,6615.15,Fiber optic,No,One year,0.4204229909327927
21,104.4,Yes,2200.25,Fiber optic,No,Month-to-month,0.5603646451480989
11,35.65,No,425.1,DSL,Yes,Month-to-month,0.451974297405646
1,99.75,No,99.75,Fiber optic,No,Month-to-month,0.8539125008969688
55,90.45,No,5044.8,Fiber optic,Yes,Month-to-month,0.48121765688827367
69,97.65,No,6743.55,Fiber optic,Yes,Two year,0.2169363407782808
3,73.85,No,196.4,Fiber optic,No,Month-to-month,0.8358830671591633
4,74.4,No,299.7,DSL,Yes,Month-to-month,0.5229903798704725
30,69.1,No,2093.9,DSL,Yes,Two year,0.10717651488392818
5,82.75,No,417.75,Fiber optic,Yes,Month-to-month,0.683493837917766
71,24.4,No internet service,1725.4,No,No internet service,Two year,0.011826094284113211
29,55.25,No,1620.2,DSL,No,One year,0.24702143378385694
52,61.35,No,3169.55,DSL,Yes,Month-to-month,0.3138276295895311
68,76.75,Yes,5233.25,DSL,No,One year,0.15579229335693898
46,19.4,No internet service,967.85,No,No internet service,Two year,0.01662005381560133
8,54.75,No,438.05,DSL,No,Month-to-month,0.5944956266391125
72,19.7,No internet service,1421.9,No,No internet service,Two year,0.014071657547257855
17,19.9,No internet service,323.15,No,No internet service,One year,0.05619324311336476
3,107.95,No,318.6,Fiber optic,Yes,Month-to-month,0.6943790026042962
2,83.8,No,163.7,Fiber optic,No,Month-to-month,0.8382106252563766
9,74.25,Yes,639.65,Fiber optic,No,Month-to-month,0.5969845574034321
51,56.4,No,2928.5,DSL,No,One year,0.23644968383042994
6,20.1,No internet service,100.35,No,No internet service,Two year,0.050252370586406754
3,94.9,No,273.2,Fiber optic,No,Month-to-month,0.8375205940054767
17,94.2,No,1608.15,Fiber optic,No,Month-to-month,0.7549435339268914
30,49.9,No,1441.95,DSL,No,Month-to-month,0.474485253365702
31,71.05,No,2168.15,DSL,Yes,Month-to-month,0.3384635523558188
45,81.65,Yes,3618.7,DSL,Yes,Two year,0.053740684355067805
64,89.45,Yes,5692.65,Fiber optic,No,One year,0.2982646587417507
1,59.85,No,59.85,DSL,No,Month-to-month,0.7146685228112548
1,69.6,No,69.6,Fiber optic,No,Month-to-month,0.8456272129645306
61,99.0,No,5969.3,Fiber optic,No,One year,0.406942513569895
1,19.05,No internet service,19.05,No,No internet service,Month-to-month,0.4981276675016283
9,45.4,No,418.8,DSL,No,Month-to-month,0.5963970295195287
72,114.45,Yes,8100.55,Fiber optic,Yes,Two year,0.07414975783817661
1,19.5,No internet service,19.5,No,No internet service,Month-to-month,0.5448018843874558
7,44.25,No,313.45,DSL,No,Month-to-month,0.6253606845231344
66,90.55,No,6130.95,Fiber optic,Yes,One year,0.3168998539127925
1,69.9,No,69.9,Fiber optic,No,Month-to-month,0.8454671572929927
40,20.4,No internet service,745.3,No,No internet service,Month-to-month,0.14057596796720723
16,71.4,No,1212.1,DSL,No,Month-to-month,0.5736560319832071
2,87.15,No,183.75,Fiber optic,No,Month-to-month,0.838498142114972
67,24.85,No internet service,1583.5,No,No internet service,Two year,0.012858014087663579
41,104.45,Yes,4162.05,Fiber optic,No,One year,0.33354096625666396
56,19.8,No internet service,1119.9,No,No internet service,Two year,0.018105457922847686
72,116.45,Yes,8013.55,Fiber optic,Yes,Two year,0.0738521510936975
3,84.75,No,264.85,Fiber optic,No,Month-to-month,0.8369099114910367
54,20.05,No internet service,1102.4,No,No internet service,Two year,0.01767690564485271
52,110.75,No,5832.0,Fiber optic,Yes,Month-to-month,0.49741980819276344
50,89.7,No,4304.5,Fiber optic,Yes,Two year,0.21747561509867613
14,89.95,No,1178.4,Fiber optic,Yes,Month-to-month,0.6658503441069669
27,48.7,Yes,1421.75,DSL,No,One year,0.1801153816920294
72,96.6,Yes,6827.5,Fiber optic,Yes,Two year,0.09005526073161035
62,74.3,Yes,4698.05,DSL,No,One year,0.1551002027384184
12,54.3,No,654.5,DSL,Yes,Month-to-month,0.4465668656579953
44,74.85,No,3268.05,DSL,Yes,One year,0.181563161294338
54,79.95,No,4362.05,Fiber optic,Yes,Two year,0.20251343827162815
68,20.05,No internet service,1386.9,No,No internet service,Two year,0.013217153380562502
20,19.4,No internet service,415.4,No,No internet service,Month-to-month,0.17058161352615306
50,54.9,No,2614.1,DSL,No,One year,0.2387581356737942
58,24.45,No internet service,1513.6,No,No internet service,Two year,0.015272515245924042
35,89.65,No,3161.6,Fiber optic,No,Month-to-month,0.6891646773744663
2,45.4,No,80.95,DSL,No,Month-to-month,0.7300563783242788
63,75.7,Yes,4676.7,DSL,Yes,Two year,0.03946264130736934
58,110.65,Yes,6526.65,Fiber optic,No,One year,0.34367242146042665
27,20.55,No internet service,583.3,No,No internet service,One year,0.04116840558565144
71,115.15,Yes,8078.1,Fiber optic,Yes,Two year,0.08934556074496366
63,58.55,No,3503.5,DSL,No,One year,0.22583256254582834
71,93.25,No,6669.45,Fiber optic,No,Month-to-month,0.6300149164583279
41,113.2,Yes,4689.5,Fiber optic,No,Month-to-month,0.457140285157115
13,90.5,No,1201.15,Fiber optic,No,Month-to-month,0.8122312786418869
2,79.0,No,143.65,Fiber optic,No,Month-to-month,0.8376149434927674
68,19.35,No internet service,1292.65,No,No internet service,Two year,0.01896714536017883
1,48.75,Yes,48.75,DSL,No,Month-to-month,0.5756471293137407
65,109.05,Yes,7108.2,Fiber optic,Yes,Two year,0.1679363154103594
72,25.0,No internet service,1802.55,No,No internet service,Two year,0.012020943447059996
28,54.9,No,1505.15,DSL,Yes,Month-to-month,0.33082171574781194
72,24.75,No internet service,1859.1,No,No internet service,Two year,0.01502166221810657
2,91.15,Yes,168.5,Fiber optic,No,Month-to-month,0.6091710915157642
18,20.15,No internet service,390.85,No,No internet service,One year,0.05105346174361001
60,104.35,No,6339.45,Fiber optic,No,One year,0.4225330454423897
26,66.05,No,1652.4,DSL,Yes,Month-to-month,0.3218909757916081
1,71.65,No,71.65,Fiber optic,No,Month-to-month,0.8524425608817128
4,20.35,No internet service,77.5,No,No internet service,Month-to-month,0.24801897453241276
68,92.2,Yes,6392.85,DSL,Yes,Two year,0.04194655061536575
38,84.25,No,3264.5,Fiber optic,Yes,Month-to-month,0.5282832755082835
42,105.2,Yes,4599.15,Fiber optic,No,One year,0.33301804922487643
57,19.6,No internet service,1134.25,No,No internet service,Two year,0.01787698548056133
54,30.4,No,1621.35,DSL,No,Month-to-month,0.46384585289713065
12,78.1,No,947.3,Fiber optic,No,Month-to-month,0.8159976923564809
44,61.5,Yes,2722.2,DSL,No,One year,0.1712996049044315
42,69.4,Yes,3058.3,DSL,No,Month-to-month,0.3148306285634254
72,24.75,No internet service,1769.6,No,No internet service,Two year,0.01502166221810657
71,91.05,Yes,6293.75,DSL,Yes,Two year,0.03249864602827113
19,89.65,No,1761.05,Fiber optic,No,Month-to-month,0.7197148384046903
23,73.65,No,1642.75,DSL,Yes,Month-to-month,0.33782177068473873
30,19.4,No internet service,578.5,No,No internet service,Two year,0.018329155300862755
35,26.2,No internet service,954.9,No,No internet service,One year,0.04826831294693981
10,98.7,Yes,973.25,Fiber optic,No,Month-to-month,0.648890978084887
1,43.85,No,43.85,DSL,No,Month-to-month,0.7333292676551519
22,69.7,No,1490.4,Fiber optic,No,Month-to-month,0.7029966962555922
7,38.55,Yes,280.0,DSL,No,Two year,0.17949615561797122
36,53.1,Yes,1901.25,DSL,Yes,Two year,0.06176161697294239
34,20.65,No internet service,716.4,No,No internet service,Month-to-month,0.13663164163994318
72,64.45,Yes,4720.0,DSL,No,Two year,0.08018591461761825
36,25.1,No internet service,930.95,No,No internet service,Two year,0.0210897394848798
1,76.35,No,76.35,Fiber optic,No,Month-to-month,0.8545590281869843
23,79.15,No,1676.95,Fiber optic,No,Month-to-month,0.7103708070138169
32,85.0,No,2642.05,Fiber optic,No,Month-to-month,0.7045743017549988
71,95.15,Yes,6770.85,Fiber optic,Yes,One year,0.2202534269786567
23,79.35,No,1835.3,Fiber optic,No,Month-to-month,0.7095064999383298
17,96.65,No,1588.25,Fiber optic,No,One year,0.4382956573263581
1,75.5,No,75.5,DSL,Yes,Month-to-month,0.5494601451653132
12,19.7,No internet service,258.35,No,No internet service,Two year,0.03577909490561264
72,20.5,No internet service,1502.25,No,No internet service,Two year,0.012789634506818684
1,19.2,No internet service,19.2,No,No internet service,Month-to-month,0.4953514206522376
72,98.35,No,6929.4,Fiber optic,No,Two year,0.29587516955543874
60,74.35,No,4453.3,Fiber optic,No,Month-to-month,0.6289047927623889
61,51.35,No,3244.4,DSL,Yes,Two year,0.08618442556081858
6,45.65,No,323.45,DSL,No,Month-to-month,0.6347466883562537
32,85.3,No,2661.1,Fiber optic,No,Month-to-month,0.7045743017549988
31,86.55,No,2697.4,Fiber optic,No,Month-to-month,0.7041919360586796
19,73.85,No,1424.5,Fiber optic,No,Month-to-month,0.7173450823067569
72,20.3,No internet service,1401.15,No,No internet service,Two year,0.012745900516582967
32,54.2,No,1739.6,DSL,No,Month-to-month,0.4721433243205396
65,90.65,No,5931.0,Fiber optic,No,Month-to-month,0.6352355194753165
45,50.9,Yes,2333.85,DSL,No,Month-to-month,0.3250054603211496
42,25.05,No internet service,949.85,No,No internet service,One year,0.04862804511572634
8,74.85,No,572.45,Fiber optic,No,Month-to-month,0.8258113633056275
32,20.5,No internet service,696.8,No,No internet service,Two year,0.020586750082611845
22,63.55,Yes,1381.8,DSL,Yes,Month-to-month,0.26175309229915195
57,44.85,No,2572.95,DSL,No,Month-to-month,0.46384651298065854
1,47.95,Yes,47.95,DSL,No,Month-to-month,0.5805459475794964
1,45.1,No,45.1,DSL,No,Month-to-month,0.7333292676551519
1,45.0,No,45.0,DSL,No,Month-to-month,0.7333292676551519
24,96.0,No,2122.45,Fiber optic,Yes,Month-to-month,0.5453977696860017
1,20.05,No internet service,20.05,No,No internet service,Month-to-month,0.5708996735956403
54,90.05,No,4931.8,Fiber optic,No,Month-to-month,0.6487033063468913
4,25.3,No internet service,116.95,No,No internet service,Two year,0.06472811691947951
65,108.65,Yes,6937.95,Fiber optic,Yes,Two year,0.17394637408485256
56,24.3,No internet service,1261.7,No,No internet service,One year,0.04359632196846473
45,75.95,Yes,3273.8,DSL,No,Month-to-month,0.32011319026163215
71,19.7,No internet service,1415.85,No,No internet service,Two year,0.014071657547257855
59,66.4,Yes,3958.2,DSL,No,One year,0.1543540968910748
69,35.75,No,2492.25,DSL,No,One year,0.23100652603073907
19,18.8,No internet service,279.2,No,No internet service,One year,0.054619266604920114
55,19.4,No internet service,1083.0,No,No internet service,Two year,0.019703257542564336
38,19.3,No internet service,755.5,No,No internet service,One year,0.04172083535913768
10,45.55,No,402.6,DSL,No,Month-to-month,0.5963970295195287
47,67.45,Yes,3252.0,DSL,No,Month-to-month,0.3106316812183726
2,35.1,No,68.75,DSL,No,Month-to-month,0.7315584655244999
1,46.2,No,46.2,DSL,No,Month-to-month,0.7333292676551519
1,45.15,No,45.15,DSL,No,Month-to-month,0.7333292676551519
1,43.3,No,43.3,DSL,No,Month-to-month,0.7333292676551519
46,20.1,No internet service,936.85,No,No internet service,Two year,0.015603648228669173
38,57.15,Yes,2250.65,DSL,No,Month-to-month,0.3347804190343175
65,58.9,Yes,3857.1,DSL,Yes,Two year,0.04014259793587748
19,73.2,Yes,1441.1,Fiber optic,No,Month-to-month,0.5421528886889033
52,85.35,No,4338.6,Fiber optic,No,Month-to-month,0.6697561459350315
71,19.45,No internet service,1378.45,No,No internet service,Two year,0.014332074213924522
1,45.95,No,45.95,DSL,No,Month-to-month,0.7333292676551519
52,50.5,No,2566.3,DSL,Yes,Month-to-month,0.32260522783080275
6,25.1,No internet service,171.0,No,No internet service,One year,0.09177655834319401
26,60.7,No,1597.4,DSL,No,One year,0.24264130928366343
48,99.0,No,4744.35,Fiber optic,No,One year,0.39383201569868964
64,104.4,Yes,6721.6,Fiber optic,Yes,One year,0.28903650454673613
3,83.75,No,247.25,Fiber optic,No,Month-to-month,0.8369099114910367
1,44.05,No,44.05,DSL,No,Month-to-month,0.7333292676551519
72,24.1,No internet service,1734.65,No,No internet service,Two year,0.011757476165756873
1,45.55,No,45.55,DSL,No,Month-to-month,0.7333292676551519
51,93.8,Yes,4539.35,Fiber optic,No,Month-to-month,0.4517728052289518
41,19.7,No internet service,804.25,No,No internet service,Two year,0.016698098970659846
72,70.65,Yes,5011.15,DSL,No,Two year,0.07934609879631001
43,86.45,Yes,3574.5,DSL,Yes,Two year,0.05478101156703857
72,114.1,Yes,8086.4,Fiber optic,Yes,Two year,0.07504614431367451
47,95.2,No,4563.0,Fiber optic,No,One year,0.3884258534855264
72,88.55,Yes,6362.35,DSL,Yes,Two year,0.030971981362239144
3,20.75,No internet service,67.1,No,No internet service,Month-to-month,0.26271622961334
1,70.05,No,70.05,Fiber optic,No,Month-to-month,0.8459391947476204
2,86.0,No,165.45,Fiber optic,No,Month-to-month,0.8382106252563766
26,44.65,Yes,1156.55,DSL,No,Month-to-month,0.35101931336291203
29,60.2,Yes,1834.15,DSL,No,Month-to-month,0.33169922014425723
35,100.5,Yes,3653.35,Fiber optic,Yes,Month-to-month,0.37915431861250304
27,55.45,Yes,1477.65,DSL,No,One year,0.17915916809362342
24,70.3,Yes,1706.45,DSL,Yes,Month-to-month,0.24694592569733279
67,60.4,Yes,3953.7,DSL,Yes,Two year,0.03900921558881222
16,72.65,No,1194.3,Fiber optic,No,Month-to-month,0.7974928626983439
23,55.8,No,1327.85,DSL,No,One year,0.2567137762451057
14,31.1,No,419.7,DSL,No,Month-to-month,0.5848001159822348
1,21.0,No internet service,21.0,No,No internet service,Month-to-month,0.48842461518278724
1,45.1,No,45.1,DSL,No,Month-to-month,0.7333292676551519
4,50.95,No,207.35,DSL,No,Month-to-month,0.7066229239663516
16,69.1,Yes,1083.7,DSL,No,Month-to-month,0.3999149844534395
46,43.95,No,2007.85,DSL,No,Month-to-month,0.4700698106965651
68,86.5,Yes,5882.75,DSL,Yes,Two year,0.03787744118329812
38,69.95,Yes,2657.55,DSL,Yes,Month-to-month,0.23631509021233474
30,50.4,No,1527.5,DSL,No,Month-to-month,0.4735151798287068
5,78.95,No,378.4,Fiber optic,No,Month-to-month,0.8317053390338441
17,90.95,No,1612.2,Fiber optic,No,Month-to-month,0.7542836878842656
4,19.9,No internet service,76.65,No,No internet service,Two year,0.05691534110709666
12,20.15,No internet service,260.7,No,No internet service,One year,0.06537435028121577
72,90.6,Yes,6441.85,DSL,Yes,Two year,0.03843026761148898
3,92.0,No,266.8,Fiber optic,No,Month-to-month,0.8375205940054767
56,94.45,No,5124.6,Fiber optic,Yes,Month-to-month,0.47774269574617845
41,24.85,No internet service,962.25,No,No internet service,One year,0.04477758315107852
40,36.0,No,1382.9,DSL,Yes,One year,0.1871332160662649
7,78.5,Yes,571.05,DSL,Yes,Month-to-month,0.3609332282772966
69,19.95,No internet service,1399.35,No,No internet service,Two year,0.013370806164115633
7,20.65,No internet service,150.0,No,No internet service,One year,0.08935579955618286
5,30.5,No,167.2,DSL,No,Month-to-month,0.6992720126437303
72,106.1,Yes,7657.4,Fiber optic,Yes,Two year,0.10892293307590549
44,20.5,No internet service,865.05,No,No internet service,One year,0.043306520333886246
65,95.5,No,6153.85,Fiber optic,No,One year,0.4025328915335658
3,64.6,No,174.2,DSL,Yes,Month-to-month,0.5327331531542023
24,51.1,No,1269.6,DSL,Yes,Month-to-month,0.3317202820136263
44,84.8,No,3862.55,Fiber optic,No,Month-to-month,0.6809198327484157
72,89.1,Yes,6352.4,DSL,Yes,Two year,0.030971981362239144
24,54.95,Yes,1348.5,DSL,Yes,Month-to-month,0.2538203390236545
1,50.9,No,50.9,DSL,No,Month-to-month,0.7295915363813383
22,20.45,No internet service,471.55,No,No internet service,Month-to-month,0.13812691625778944
70,85.95,No,5931.75,DSL,Yes,Two year,0.09238381773252508
25,60.35,No,1404.65,DSL,No,Month-to-month,0.4673774040035614
37,19.8,No internet service,726.1,No,No internet service,Two year,0.016813348651024334
22,85.35,No,1961.6,Fiber optic,No,Month-to-month,0.7171307994119803
59,72.1,No,4194.85,DSL,Yes,Two year,0.08265375366388383
49,99.8,No,4872.45,Fiber optic,No,Month-to-month,0.6787691372747995
47,107.35,No,5118.95,Fiber optic,Yes,Month-to-month,0.5182634775956999
31,19.55,No internet service,658.95,No,No internet service,Month-to-month,0.17488563224560283
1,81.05,No,81.05,Fiber optic,No,Month-to-month,0.8545590281869843
3,20.5,No internet service,76.95,No,No internet service,Month-to-month,0.2676338033821561
53,111.8,No,5809.75,Fiber optic,Yes,One year,0.3580721874786895
1,20.2,No internet service,20.2,No,No internet service,Month-to-month,0.5756516492442447
20,19.7,No internet service,415.9,No,No internet service,One year,0.044229257816158836
3,79.1,Yes,246.5,Fiber optic,No,Month-to-month,0.6006961447211191
51,19.85,No internet service,996.95,No,No internet service,One year,0.04360906107670966
51,60.5,Yes,3145.15,DSL,Yes,One year,0.13173142035271887
13,19.55,No internet service,265.3,No,No internet service,Two year,0.03408924795126881
1,20.9,No internet service,20.9,No,No internet service,Month-to-month,0.4946260767824928
1,21.05,No internet service,21.05,No,No internet service,Month-to-month,0.45553639220668013
63,71.5,Yes,4576.3,DSL,Yes,One year,0.12134651164948901
3,54.65,No,189.1,DSL,No,Month-to-month,0.7140732117193527
46,19.2,No internet service,908.15,No,No internet service,Two year,0.017270529685860986
1,49.8,No,49.8,DSL,No,Month-to-month,0.7289518903965395
8,25.5,No,215.2,DSL,No,Month-to-month,0.6553125692104386
71,20.5,No internet service,1500.95,No,No internet service,Two year,0.012789634506818684
55,90.4,No,5099.15,Fiber optic,No,Month-to-month,0.645290186318331
70,90.25,No,6385.95,Fiber optic,Yes,One year,0.31705289105395834
2,80.75,No,159.45,Fiber optic,No,Month-to-month,0.8379719567929342
67,104.6,Yes,6885.75,Fiber optic,Yes,Two year,0.15706751396712618
65,91.85,No,5940.85,Fiber optic,No,Month-to-month,0.6363556183406125
14,50.2,No,668.85,DSL,No,Month-to-month,0.5754173088756079
20,95.5,No,1916.2,Fiber optic,Yes,Month-to-month,0.5521765475884312
1,75.35,No,75.35,Fiber optic,No,Month-to-month,0.8535067519142596
1,75.45,No,75.45,Fiber optic,No,Month-to-month,0.8535067519142596
49,95.4,No,4613.95,Fiber optic,No,Month-to-month,0.6783122062146525
72,101.3,Yes,7261.25,Fiber optic,No,Two year,0.14637397689245762
46,53.1,Yes,2459.8,DSL,No,Month-to-month,0.32412014712576337
24,84.85,No,2048.8,Fiber optic,No,Month-to-month,0.7143200034420166
5,34.25,No,163.55,DSL,Yes,Month-to-month,0.5383532892182296
33,88.6,No,2888.7,Fiber optic,Yes,Month-to-month,0.5317570448641002
42,60.15,Yes,2421.6,DSL,No,One year,0.17320257203611739
23,99.95,Yes,2292.75,Fiber optic,No,One year,0.34851343316811934
8,70.7,No,553.4,Fiber optic,No,Month-to-month,0.8215478348605234
66,54.8,Yes,3465.7,DSL,No,One year,0.15613437962347362
24,49.55,Yes,1210.4,DSL,No,Month-to-month,0.35665787791285797
24,54.8,No,1291.3,DSL,No,Month-to-month,0.47831552322978665
69,78.6,Yes,5356.45,DSL,Yes,One year,0.1285274452951302
53,100.3,No,5200.8,Fiber optic,No,One year,0.4080162928763367
60,53.6,Yes,3237.05,DSL,No,Two year,0.09066037325579371
7,81.1,No,576.65,Fiber optic,No,Month-to-month,0.8276358980811079
20,19.35,No internet service,433.75,No,No internet service,One year,0.044249985727896256
23,85.6,No,1868.4,Fiber optic,No,Month-to-month,0.714106485001694
72,80.8,Yes,5728.55,DSL,Yes,Two year,0.03230492465755976
11,74.95,No,825.7,Fiber optic,No,Month-to-month,0.8158807049646299
21,19.6,No internet service,390.4,No,No internet service,Two year,0.022473959470766074
1,93.55,No,93.55,Fiber optic,No,Month-to-month,0.8554083791648668
31,90.7,No,2845.15,Fiber optic,No,Month-to-month,0.7026305190106641
57,69.75,No,3894.4,DSL,Yes,Two year,0.0852668024203187
45,20.0,No internet service,886.4,No,No internet service,Two year,0.01791278842449454
10,95.25,No,1021.55,Fiber optic,No,Month-to-month,0.8246907679238092
58,102.1,No,5885.4,Fiber optic,Yes,Month-to-month,0.49385316444742094
14,19.95,No internet service,268.4,No,No internet service,Month-to-month,0.22084640057019972
27,80.85,Yes,2204.35,DSL,Yes,One year,0.14343683520126618
14,90.9,No,1259.0,Fiber optic,No,Month-to-month,0.8062007710223197
12,29.2,No,309.1,DSL,No,Month-to-month,0.6321737356143032
69,93.3,No,6398.05,Fiber optic,Yes,Two year,0.20350722304200652
25,89.15,No,2257.75,Fiber optic,No,Month-to-month,0.7139172374713209
58,108.85,Yes,6287.25,Fiber optic,No,One year,0.34500822534567055
35,46.35,Yes,1662.05,DSL,Yes,Two year,0.06175333703479351
16,84.75,No,1350.15,Fiber optic,No,Month-to-month,0.7919890405598295
45,78.75,No,3600.65,DSL,No,One year,0.24155997563119153
17,83.55,No,1329.15,Fiber optic,No,Month-to-month,0.7685320233017876
1,45.7,No,45.7,DSL,No,Month-to-month,0.7333292676551519
22,19.6,No internet service,422.5,No,No internet service,One year,0.043122501170283524
1,69.95,No,69.95,Fiber optic,No,Month-to-month,0.8459391947476204
67,67.85,Yes,4627.65,DSL,Yes,Two year,0.038844745268180776
67,105.65,No,6717.9,Fiber optic,Yes,Two year,0.23597586050987351
2,44.6,No,97.1,DSL,No,Month-to-month,0.7254360667688332
23,74.95,No,1710.45,Fiber optic,No,Month-to-month,0.7027780139989251
9,75.5,No,637.4,Fiber optic,No,Month-to-month,0.8237765784655681
5,20.15,No internet service,117.95,No,No internet service,Month-to-month,0.2618603068292664
54,45.2,Yes,2460.55,DSL,Yes,Two year,0.05140732545747028
57,95.25,No,5464.65,Fiber optic,No,Two year,0.3461776785664451
24,89.85,No,2165.05,Fiber optic,No,Month-to-month,0.7139172374713209
49,100.45,No,4941.8,Fiber optic,No,One year,0.4072857759721487
5,47.15,No,223.15,DSL,No,Month-to-month,0.6900050382313503
2,80.2,No,181.1,Fiber optic,No,Month-to-month,0.8376149434927674
4,87.1,No,341.45,Fiber optic,Yes,Month-to-month,0.6972209672392188
70,79.25,Yes,5731.85,DSL,Yes,Two year,0.03778772799408123
